BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PxHeight,PxWeight,PriceRange
1670,62,3,8,3024,20,0,0,0,1,1,0.5,114,0,6,0,14,20,1117,1330,VeryHigh
1150,27,0.5,1,1610,16,1,1,1,0,1,1,134,0,11,0,4,17,234,1947,Medium
1208,16,2.9,1,2201,12,0,1,1,0,0,1,175,0,17,16,5,19,691,1028,Medium
1812,42,1.3,7,3338,11,1,1,1,1,1,1,162,1,18,13,4,15,380,1550,VeryHigh
770,61,1.5,4,3473,4,1,0,0,1,1,0.2,196,0,7,3,6,9,603,1483,VeryHigh
1559,10,1.3,8,2203,15,1,1,1,1,1,0.3,114,1,7,5,10,17,117,681,Medium
1902,13,0.5,4,940,15,0,1,0,0,0,0.2,155,1,14,10,10,11,766,877,Medium
1751,4,2.5,8,1155,12,0,0,0,1,0,0.6,146,1,19,14,1,9,1499,1952,Medium
1416,20,1.8,4,3872,7,1,0,0,1,1,0.1,93,0,10,2,0,0,1175,1578,VeryHigh
1288,61,0.5,6,1882,10,1,1,1,1,0,0.2,115,0,16,6,3,6,988,1503,High
1003,16,2.9,8,1798,10,0,1,1,0,1,0.6,119,0,16,7,16,19,190,1905,Medium
1715,18,0.5,6,2598,3,1,1,1,0,1,0.1,96,0,17,2,1,3,674,1375,VeryHigh
1967,46,0.5,1,1567,7,0,1,1,0,0,0.6,199,1,15,2,0,7,518,1374,Medium
962,2,1,1,1491,14,1,1,0,0,0,0.9,125,0,16,2,14,20,1618,1916,Medium
1487,42,1.5,2,2003,3,0,1,1,0,0,0.8,120,0,12,4,5,7,857,989,High
1569,54,1.6,4,3905,4,1,1,1,0,1,0.9,190,0,6,2,4,6,371,665,VeryHigh
1146,57,3,5,291,11,0,1,1,1,0,0.4,111,1,19,9,5,10,73,583,Low
1379,9,1.5,8,1693,18,0,1,1,1,1,0.8,118,0,11,4,6,13,98,755,Medium
1504,25,1.9,4,1788,13,1,1,1,1,0,0.3,152,0,13,11,7,9,395,1853,Medium
1945,26,1.2,6,3322,20,0,0,0,1,0,0.7,112,0,18,7,3,5,1064,1540,VeryHigh
1630,32,2.8,6,1751,20,1,1,1,1,1,0.9,80,0,12,10,0,1,712,1726,High
1125,23,2.7,1,1641,12,0,1,0,0,1,0.4,117,1,14,8,10,14,774,939,Medium
614,51,0.7,7,2854,12,0,1,1,1,1,0.1,178,0,10,7,4,7,1012,1040,High
854,17,1,4,3115,2,0,1,1,0,0,0.9,101,0,7,0,5,9,730,1148,High
1470,45,1.7,1,3259,14,1,1,0,1,1,0.1,121,0,10,1,6,9,777,1090,VeryHigh
1826,49,0.5,8,1612,17,1,1,1,0,1,0.6,172,1,17,9,5,6,973,1633,High
807,37,0.5,4,2319,4,1,0,0,0,1,0.2,127,0,5,4,0,0,245,829,Medium
1996,7,2.8,5,1258,16,1,1,1,0,1,0.1,138,0,17,14,0,4,937,1083,Medium
1083,41,2,5,1543,10,0,0,0,1,1,0.7,158,0,18,3,3,5,937,1164,Medium
1035,49,0.5,2,3991,19,1,1,1,0,0,0.3,178,0,12,4,14,15,574,1171,VeryHigh
1521,62,1.6,1,3555,19,0,1,1,0,1,0.3,143,0,5,2,5,9,678,1630,VeryHigh
1314,5,2.8,4,3411,18,1,1,1,0,1,1,87,0,17,16,13,18,82,512,VeryHigh
535,24,1.9,8,524,4,0,0,0,0,0,0.2,190,0,9,3,5,19,398,1775,Low
673,35,1.9,6,3541,4,0,1,1,1,1,0.4,142,0,18,17,13,14,1096,1570,VeryHigh
1219,4,1.6,6,1998,4,1,0,0,0,0,0.3,169,0,9,2,5,7,1419,1698,High
1606,33,0.5,5,3437,2,1,1,1,0,1,0.9,200,0,11,1,0,0,157,770,VeryHigh
1603,17,0.5,2,1637,11,1,1,1,1,1,0.5,114,0,17,3,1,8,430,1207,Medium
1958,52,0.5,1,3064,3,0,1,1,0,0,0.4,153,0,7,6,6,14,1524,1848,VeryHigh
695,12,0.5,2,2855,7,0,1,1,1,0,0.6,196,1,16,13,18,19,1649,1829,High
1441,53,0.6,1,1393,4,1,1,1,1,0,0.5,106,1,9,4,0,12,254,954,Medium
1470,33,2.2,7,1633,4,1,1,1,0,0,0.4,138,0,18,4,4,10,1790,1988,High
1890,48,1.1,4,2392,15,0,1,1,1,0,0.5,127,0,10,4,4,5,1438,1832,VeryHigh
1152,26,2.1,2,3284,8,1,1,1,1,1,0.3,82,0,15,2,0,0,1304,1673,VeryHigh
1619,20,0.9,6,464,16,0,1,0,1,1,0.9,117,0,7,5,3,9,813,1180,Low
1002,45,1.8,7,1234,18,0,1,0,0,1,0.7,180,1,19,13,1,7,948,1007,Low
742,36,0.5,3,292,6,0,1,1,1,1,0.7,139,1,8,0,0,1,1161,1288,Low
1306,33,2.1,3,2521,16,1,1,1,0,1,0.4,174,0,6,5,2,9,867,1258,High
1424,20,2.9,5,2658,19,1,1,0,0,1,0.6,180,0,15,0,0,0,181,1199,High
942,27,1.4,4,587,13,1,0,0,1,0,0.5,91,1,6,3,8,9,754,1532,Low
1934,2,2.7,4,2190,9,0,1,1,1,1,0.1,118,0,18,1,8,16,242,1127,High
1290,35,1.4,4,879,8,1,1,1,0,1,0.3,110,0,16,2,19,20,405,742,Low
930,54,2.1,1,1743,9,1,0,0,0,0,0.9,80,1,7,1,0,13,1569,1763,High
1699,21,0.5,4,1181,18,0,1,0,0,1,0.1,156,1,16,0,16,20,105,1099,Medium
1849,29,0.5,7,3330,15,0,1,0,1,1,0.5,181,0,14,4,1,12,978,1986,VeryHigh
1922,42,0.5,8,3564,17,0,1,1,0,0,0.6,153,0,12,1,15,16,725,1882,VeryHigh
548,56,1,4,562,8,1,1,1,1,0,0.4,146,1,17,14,0,14,657,1657,Low
916,47,0.5,4,1659,11,0,1,1,0,1,0.2,82,1,11,10,0,1,1147,1393,Medium
1783,14,0.5,8,1816,7,0,0,0,1,1,0.6,183,0,12,7,8,11,910,1566,High
1083,49,1.4,5,1338,5,1,1,1,1,1,0.8,156,1,16,8,2,9,295,503,Low
1698,7,2.8,8,2992,17,0,1,1,0,0,0.8,131,1,15,3,10,12,26,508,High
1969,7,0.8,8,315,7,1,1,1,0,0,0.2,85,1,16,7,5,20,332,764,Low
869,2,1.9,7,3249,12,0,0,0,1,0,0.6,197,0,19,0,0,3,519,533,High
1337,5,2.7,4,3242,20,1,0,0,0,1,0.7,200,1,10,1,0,1,161,1029,High
637,28,0.8,4,2725,7,1,0,0,0,1,0.6,194,0,15,10,2,6,1080,1289,High
833,27,0.6,4,586,19,1,1,1,1,1,0.3,145,0,19,8,0,2,649,1290,Low
1248,9,2.4,3,2454,13,0,1,1,0,0,0.4,89,1,9,8,6,8,71,1686,High
1174,30,0.9,4,804,16,0,0,0,1,1,1,147,1,17,14,7,20,744,1244,Low
1831,44,2.3,7,2460,18,0,1,1,0,1,0.2,148,0,10,5,3,14,437,1113,High
1002,27,2.6,1,1295,17,1,1,0,1,0,0.1,146,0,18,15,7,10,115,1111,Low
1010,8,2,5,2625,12,1,1,1,0,1,0.9,139,1,15,11,2,3,547,957,High
1117,21,0.5,2,1999,2,1,1,0,1,1,0.1,177,0,15,9,2,19,495,1035,Medium
990,15,2.7,2,2698,6,1,1,0,0,1,0.9,153,0,11,8,3,7,1466,1717,High
1564,26,1.4,6,3742,13,0,1,1,0,0,0.1,129,1,13,3,5,16,117,1115,VeryHigh
1065,21,2.8,5,1193,20,1,1,1,1,0,0.1,158,0,16,13,0,3,760,1722,Medium
1982,24,1.1,7,3511,15,0,1,0,1,0,0.1,129,1,16,14,12,16,764,1873,VeryHigh
1607,20,1.1,2,885,14,1,1,1,0,0,1,192,1,11,1,6,8,776,1005,Low
1066,5,3,5,1044,11,1,1,1,0,0,0.5,167,0,8,7,6,7,53,1504,Low
681,17,0.5,5,2548,5,1,1,1,1,0,0.9,194,0,6,1,12,19,371,1702,High
1163,19,2.1,2,2940,15,1,1,1,1,1,0.9,132,0,13,0,0,1,728,818,High
1285,11,0.8,5,3966,2,1,1,1,1,0,0.8,199,1,17,15,4,7,1791,1896,VeryHigh
753,48,0.5,8,3484,16,0,1,1,0,1,0.1,121,0,11,10,11,20,606,1316,VeryHigh
1779,5,2.6,1,1246,20,1,0,0,0,1,0.8,90,1,12,2,2,3,1225,1717,Medium
987,52,1.9,3,2757,15,0,1,1,0,1,0.5,83,1,17,12,4,8,419,736,High
511,24,0.9,3,2378,4,1,1,1,0,0,0.6,136,0,18,3,15,18,367,1264,Medium
1044,12,1.8,6,1794,19,0,1,1,1,0,0.7,104,1,18,7,4,5,1230,1263,Medium
1855,32,0.5,8,3933,7,0,1,0,1,0,0.6,187,0,7,0,5,18,267,1161,VeryHigh
946,26,1.4,6,1637,6,0,1,0,1,1,0.1,186,0,7,3,9,10,273,891,Low
657,21,1.9,8,783,11,1,1,0,0,1,0.1,110,1,6,1,2,8,705,1905,Low
1673,42,1.6,5,3094,20,0,0,0,0,1,0.5,182,0,12,4,2,6,214,679,High
731,28,0.5,8,1774,10,1,1,1,0,1,0.5,130,0,12,8,0,0,424,1032,Medium
926,59,0.8,7,256,2,0,1,1,1,1,0.8,161,0,18,7,6,14,84,793,Low
1261,52,0.5,2,1365,16,0,1,1,1,0,0.3,86,0,9,3,3,9,605,1429,Medium
618,45,1.1,3,2339,10,0,1,1,0,0,0.2,188,1,19,2,11,20,1175,1586,High
936,57,2.3,2,2049,5,0,1,1,0,1,0.2,129,1,12,8,5,6,657,938,Medium
1485,28,0.9,5,3241,11,1,1,1,0,1,0.8,158,1,14,11,0,1,371,1023,VeryHigh
1339,21,0.5,4,867,3,1,1,1,0,1,0.5,80,1,8,3,10,11,833,1441,Low
508,50,1.3,5,2175,14,0,0,0,1,1,0.7,82,0,14,4,1,9,102,1195,Medium
1938,44,0.5,2,3497,18,1,0,0,0,1,0.5,121,1,18,10,5,9,1299,1935,VeryHigh
995,10,1.3,4,609,5,1,1,0,1,0,0.1,104,0,11,3,1,3,258,1889,Low
1086,43,1.7,6,3285,17,1,1,1,0,1,0.2,111,1,11,5,0,1,56,1150,High
1322,35,2.3,1,3684,6,1,1,1,0,0,0.1,157,0,15,8,1,3,443,708,VeryHigh
1864,57,1.9,6,3586,8,1,0,0,1,0,0.1,181,0,19,9,2,6,1279,1793,VeryHigh
1944,26,0.5,4,2322,7,0,1,1,1,1,0.5,92,0,19,8,1,9,313,712,High
581,56,0.6,2,354,13,0,1,1,1,0,0.2,180,1,10,4,5,10,523,565,Low
1020,27,0.7,4,3204,9,1,1,1,1,1,0.7,128,0,18,1,3,4,919,1482,VeryHigh
1936,44,1.3,3,1400,3,0,0,0,1,0,0.1,139,0,17,7,2,3,570,1021,Medium
1329,23,1.7,8,2308,9,0,1,1,0,1,0.6,198,1,11,10,5,6,380,682,Medium
808,46,0.5,8,1082,10,1,1,0,1,1,0.5,105,0,15,5,3,15,119,529,Low
994,40,1.2,2,3104,11,1,0,0,0,0,0.9,164,0,17,7,4,17,296,839,High
1811,22,2,2,2847,4,0,1,1,1,1,0.2,82,0,9,2,3,8,358,614,High
765,44,2.5,8,2256,19,0,0,0,1,1,0.3,88,1,6,1,3,11,1364,1851,High
993,16,2.3,7,1113,6,1,0,0,1,1,0.4,106,0,14,1,0,13,424,1639,Low
1136,32,1.6,6,3210,8,0,1,0,1,1,0.5,150,1,10,3,15,19,961,1030,VeryHigh
719,23,0.5,6,3990,12,1,1,1,1,1,0.4,113,1,14,9,0,9,431,1727,VeryHigh
733,63,0.6,7,984,9,1,1,0,1,1,0.3,105,0,17,4,0,10,950,1739,Low
1946,8,2.7,8,3117,2,1,1,0,0,0,0.3,123,0,6,0,8,19,647,1849,VeryHigh
1230,48,1.6,7,1622,16,0,1,1,1,1,0.7,111,1,18,17,0,2,1960,1963,High
1577,64,1,3,2967,7,1,1,1,1,0,0.1,105,1,7,3,0,7,116,1432,VeryHigh
1514,12,1.4,3,1037,15,0,1,1,1,1,0.6,138,0,15,3,3,4,306,538,Low
579,7,2.5,8,2908,11,0,0,0,1,1,1,89,0,12,4,3,10,808,1517,High
574,30,3,2,1167,19,0,1,1,0,1,0.9,126,0,5,3,1,3,94,1334,Low
1072,19,2.2,8,2715,16,1,0,0,0,1,0.4,114,1,15,9,6,16,380,877,High
843,16,1.3,7,1734,14,1,0,0,1,0,0.9,119,0,17,8,1,4,593,732,Medium
1492,11,1.5,3,2259,19,0,0,0,1,1,0.9,85,1,14,12,5,7,1684,1746,VeryHigh
1807,16,2.9,3,2921,17,0,0,0,0,1,0.2,125,1,8,5,0,0,1221,1415,VeryHigh
909,47,0.7,3,1244,16,1,0,0,0,1,0.1,146,1,14,10,7,9,410,1643,Low
1876,64,1.3,3,3132,2,1,1,1,1,0,1,98,1,17,0,9,19,600,1211,VeryHigh
1436,23,2.4,5,2488,8,1,1,1,0,1,0.3,106,0,8,4,3,4,189,1411,High
1251,29,0.5,6,1052,11,1,1,1,0,0,0.7,133,0,11,9,10,16,308,591,Low
636,28,0.5,2,2927,3,0,1,1,0,0,0.9,152,0,15,6,8,15,148,742,High
1354,26,0.7,4,2090,13,1,1,1,0,1,0.5,136,1,5,1,3,6,297,918,Medium
930,34,0.5,4,2131,6,1,1,1,1,1,0.5,190,0,7,2,3,16,1050,1726,High
1830,47,1,1,3362,11,0,1,1,0,1,0.3,117,0,13,10,7,11,1191,1882,VeryHigh
1424,23,0.5,4,1053,16,1,1,1,1,0,0.6,80,1,14,11,16,18,1399,1663,Medium
583,51,0.9,8,1799,7,1,0,0,0,1,0.9,88,1,16,9,1,2,1658,1794,Medium
648,54,0.5,5,3124,13,1,1,1,0,1,0.4,109,0,5,0,9,20,1153,1817,VeryHigh
1203,11,0.5,2,1672,19,1,1,1,0,1,0.9,109,1,17,13,0,12,35,510,Low
1777,15,2.2,4,1552,10,1,1,0,0,0,0.2,100,1,10,8,0,7,553,874,Medium
1299,64,2.8,6,1938,5,1,1,0,1,1,0.5,83,0,19,8,0,6,46,908,Medium
1494,47,1.9,2,3202,14,0,1,1,0,0,0.4,129,0,13,1,2,9,207,1177,VeryHigh
527,53,0.7,1,1302,13,1,0,0,0,0,0.9,128,0,13,7,4,11,67,1924,Low
793,64,2.8,4,2296,5,1,1,1,0,1,0.4,179,1,12,0,1,2,818,1006,Medium
873,8,0.5,7,575,7,1,1,0,1,1,0.6,152,0,15,8,6,9,1257,1411,Low
722,12,1.1,6,2359,3,0,0,0,0,0,1,93,0,13,6,12,20,138,1371,Medium
1250,20,1.5,5,3314,6,0,1,1,1,1,0.4,167,1,6,5,14,18,11,1020,High
1358,60,1.7,3,440,13,0,1,0,0,0,0.6,147,0,14,10,0,1,889,1635,Low
1035,11,1.9,6,2002,5,1,1,0,0,1,1,173,1,17,8,8,10,831,1709,Medium
1289,16,0.8,6,3167,20,1,1,1,0,0,0.9,161,1,14,8,3,17,713,1854,VeryHigh
1445,37,2.2,2,3480,17,1,1,0,1,0,0.4,82,1,17,16,2,6,527,1393,VeryHigh
1702,47,2.3,2,595,19,1,1,1,1,1,0.6,107,0,10,0,12,19,1284,1643,Medium
534,2,0.5,5,2466,18,1,0,0,1,0,0.2,85,1,5,3,4,16,911,1220,High
628,60,1.8,6,1337,14,0,0,0,0,1,0.2,87,1,12,7,5,6,1047,1534,Medium
713,53,1.4,1,1462,13,1,1,0,1,0,0.8,98,0,19,18,4,17,123,1477,Low
1207,58,0.5,8,503,5,0,1,0,0,0,0.3,112,1,7,3,0,0,406,681,Low
683,30,2.1,7,2066,15,0,0,0,0,1,0.1,197,0,9,0,7,8,927,1135,Medium
594,27,2.6,5,708,17,0,0,0,1,1,0.1,196,1,17,5,1,2,407,528,Low
537,55,2,7,2029,12,0,1,1,1,1,0.3,103,1,10,5,1,2,1041,1430,Medium
1565,38,0.5,5,308,7,0,1,0,1,1,0.1,121,1,19,17,0,1,781,1364,Low
1052,6,0.9,4,552,11,0,0,0,1,0,0.8,195,0,6,1,1,16,1191,1839,Low
713,63,1.6,2,2082,12,0,1,1,0,0,0.7,89,0,15,10,4,8,103,1760,Medium
1766,16,0.5,5,3314,17,1,0,0,1,1,0.6,141,0,9,7,1,7,125,1227,VeryHigh
584,19,1.7,4,3996,17,1,1,1,1,1,0.4,199,1,12,9,1,4,919,1343,VeryHigh
1541,5,1.5,4,1795,4,1,1,1,1,1,0.5,109,1,7,3,6,10,536,1656,Medium
837,51,2.4,5,594,20,1,1,0,1,0,0.2,104,0,16,6,1,15,638,1831,Low
935,58,0.5,5,2473,9,1,1,1,1,1,0.1,155,0,10,4,3,12,639,1087,High
665,31,0.7,5,690,15,0,1,1,0,1,0.1,185,0,5,2,0,2,496,1804,Low
680,34,2.4,2,3845,4,0,1,1,1,1,0.4,157,1,15,1,13,17,686,1418,VeryHigh
877,17,1.5,7,2004,9,1,1,1,1,0,0.1,195,1,11,8,0,0,1064,1985,Medium
1493,53,1.5,5,2083,20,1,0,0,1,0,0.5,102,1,19,15,13,16,240,1414,High
1762,26,0.6,6,2661,4,0,1,1,0,0,0.1,83,1,9,7,3,14,525,704,High
842,57,1.8,3,1903,14,1,0,0,0,1,1,124,1,8,4,4,10,348,730,Medium
925,56,2.1,1,2466,5,0,1,0,0,1,0.2,196,0,8,0,9,14,1262,1520,High
1692,2,2.1,1,3779,7,0,1,1,1,0,0.9,106,1,9,3,4,17,1899,1904,VeryHigh
1576,5,2.2,3,3904,7,0,1,0,1,1,0.7,139,1,5,1,8,17,258,789,VeryHigh
1065,48,1.7,6,265,12,1,1,1,0,0,0.3,162,0,8,0,4,8,1188,1948,Low
958,60,1.6,1,1417,19,0,1,1,1,1,0.4,200,0,10,4,9,12,730,751,Low
623,26,0.8,7,1769,16,0,1,1,0,1,0.3,197,0,10,1,6,12,484,1238,Medium
897,17,1.4,1,2948,5,1,0,0,1,0,0.4,171,0,12,3,1,2,547,1852,High
1110,41,1.5,3,2572,16,0,1,1,1,0,0.1,152,0,16,5,4,16,800,1455,High
616,21,2.2,7,3267,19,0,1,1,0,1,0.8,150,0,17,9,3,4,347,513,High
1680,37,1.2,4,1459,2,1,1,1,0,1,0.7,168,1,15,3,6,7,679,1231,Medium
1715,12,1.3,8,1633,5,0,1,1,1,0,0.3,94,1,15,10,0,6,1224,1676,High
983,45,0.6,4,2052,6,1,1,1,1,0,0.1,130,0,5,3,0,11,948,1205,Medium
720,14,0.9,4,1086,3,1,1,1,0,1,0.8,165,1,14,7,12,14,366,1234,Low
1660,24,0.6,2,2402,14,0,1,1,1,0,0.8,169,1,12,10,2,3,223,1777,High
1564,42,1.5,2,3376,7,1,0,0,0,0,0.7,108,1,7,0,1,2,1619,1962,VeryHigh
592,52,0.8,7,1507,4,1,0,0,1,0,0.9,103,0,5,0,1,10,332,970,Low
969,44,1.8,3,641,8,1,1,1,1,0,0.6,158,0,9,1,2,7,167,909,Low
1356,35,0.5,1,3451,17,1,1,0,1,1,0.8,131,1,5,2,0,19,782,951,VeryHigh
504,14,1,7,1607,10,0,1,0,1,1,0.5,189,1,15,0,8,9,881,1129,Low
1546,6,0.5,1,3521,9,1,1,1,0,1,0.2,101,0,15,11,3,4,91,1317,VeryHigh
689,7,2.9,2,1241,16,1,1,1,0,0,0.8,147,0,9,0,3,6,487,722,Low
1685,16,0.6,7,881,17,0,0,0,1,0,0.6,137,1,6,3,14,15,120,1429,Low
1792,62,1,7,2563,15,0,1,1,1,1,0.3,170,0,18,14,3,8,1626,1913,VeryHigh
1786,61,1.2,3,3033,17,0,0,0,0,0,0.1,123,1,14,11,11,14,74,865,VeryHigh
1944,59,0.6,7,769,3,1,1,1,1,0,0.2,132,0,19,13,9,10,634,1079,Low
1077,49,2.5,4,3454,2,0,1,1,1,1,0.6,131,0,17,11,13,14,334,1079,VeryHigh
648,60,1.8,4,819,4,0,1,1,0,1,0.1,195,0,10,3,1,4,931,1811,Low
1702,2,0.5,6,435,3,1,0,0,1,1,0.6,185,1,12,9,8,19,921,1351,Low
1571,30,2.9,7,586,4,0,0,0,1,0,0.9,150,1,10,9,1,3,805,956,Low
856,19,1.1,6,650,10,1,1,1,1,1,0.7,125,0,17,0,14,19,1057,1931,Low
1786,14,2.6,4,3038,14,0,1,0,0,0,1,115,0,18,0,6,15,616,912,VeryHigh
914,60,0.7,5,3736,5,0,1,1,0,1,0.9,198,0,14,8,1,4,740,840,VeryHigh
1615,9,2.8,1,2948,3,0,1,0,0,1,0.9,117,1,8,3,3,13,542,678,High
649,19,1.4,7,739,2,0,1,1,0,1,0.8,190,1,18,1,4,12,344,1551,Low
1646,25,2.5,2,686,11,0,1,1,0,0,0.6,200,1,8,6,3,5,211,1608,Low
1189,7,1.9,2,841,11,0,0,0,0,1,0.5,164,1,13,10,5,20,79,615,Low
1043,29,2.7,8,1183,8,0,1,0,0,0,0.2,83,0,5,3,3,17,887,893,Low
1920,19,0.6,3,3943,4,1,1,1,0,0,0.5,131,1,13,0,3,8,670,1152,VeryHigh
1220,54,2.8,7,1037,15,0,1,0,0,1,0.7,109,0,6,4,1,20,383,1249,Low
1748,53,0.5,4,2633,9,1,1,1,0,1,0.5,114,0,16,0,11,20,718,1109,High
907,44,2.6,3,3911,8,1,0,0,0,1,0.2,160,0,13,6,7,12,144,896,VeryHigh
1193,20,2.3,7,1958,2,0,1,0,0,1,1,158,0,7,5,7,13,1442,1904,High
1766,22,0.5,8,3297,16,1,1,1,0,1,0.8,122,0,7,5,1,4,291,1318,VeryHigh
1278,24,1,3,3141,11,0,1,1,1,1,0.8,170,1,6,2,7,16,1352,1775,VeryHigh
1234,17,1.7,6,3351,19,1,0,0,1,0,0.9,174,0,12,9,8,15,209,725,High
1961,55,1.5,7,2355,6,0,1,0,1,1,0.5,100,1,14,7,10,20,861,1888,VeryHigh
1745,3,2.9,3,1308,2,0,1,1,0,0,0.9,105,1,5,0,0,0,426,1629,Medium
1442,27,0.6,5,991,7,1,1,0,0,0,0.4,127,0,14,8,1,8,266,642,Low
1083,39,2.9,8,3248,6,1,1,1,1,1,1,173,0,8,6,1,2,523,542,High
868,5,0.9,4,1519,2,0,0,0,1,1,0.4,137,0,13,0,5,7,40,1311,Low
864,53,1.6,6,493,10,1,1,1,0,0,0.3,88,1,18,9,0,1,262,1436,Low
1142,2,1.2,6,1747,14,0,0,0,0,1,0.6,114,1,7,0,0,0,623,769,Medium
608,64,0.5,4,2517,7,1,1,0,1,1,0.9,94,1,16,8,0,0,4,1351,Medium
983,53,1.8,1,1389,8,0,1,1,1,0,0.9,187,1,17,8,0,4,1001,1176,Medium
1720,2,1.6,5,2522,2,0,1,1,1,0,0.8,188,0,10,5,18,20,334,896,High
1802,27,1.2,5,1885,7,1,1,0,0,1,0.5,116,1,10,9,8,16,453,963,High
591,16,2.1,7,704,4,1,1,1,1,0,0.5,196,1,14,5,18,20,952,1726,Low
1205,10,2.7,6,953,20,0,0,0,1,1,0.1,163,1,18,11,5,10,321,1870,Low
1369,28,1.7,1,3206,4,1,0,0,0,1,0.6,108,0,16,15,3,18,1451,1469,VeryHigh
713,42,0.9,1,928,9,1,0,0,1,0,0.1,94,0,12,10,0,14,1048,1123,Low
1082,2,2.3,4,2177,17,1,0,0,0,0,1,101,1,12,2,11,20,398,724,Medium
1719,52,2.1,3,2610,11,1,1,0,1,1,0.1,187,1,10,1,0,1,417,520,High
1544,12,2.4,7,489,2,0,1,1,1,0,0.1,186,0,9,4,18,20,470,844,Low
1090,8,2.3,8,3839,11,0,1,1,1,1,0.6,128,0,17,3,1,8,1217,1670,VeryHigh
1991,15,2.8,1,1861,17,0,1,1,1,0,0.1,181,1,8,5,3,13,298,1037,Medium
1367,56,2.9,2,299,10,0,0,0,0,0,0.8,176,1,6,2,4,6,36,642,Low
1179,32,0.5,2,340,16,0,1,1,0,1,0.3,182,0,16,5,7,12,85,1451,Low
721,15,2.7,5,3606,5,1,1,1,1,1,0.2,102,1,10,0,1,18,655,1255,VeryHigh
1549,62,1.8,4,799,9,1,1,0,1,1,0.7,91,0,7,3,0,4,167,990,Low
1349,46,2.1,6,2367,10,1,1,0,1,1,0.9,134,0,11,7,3,12,212,623,Medium
1799,30,1,3,445,10,0,1,1,0,0,0.6,123,1,10,8,1,9,617,1386,Low
1075,11,0.5,1,3927,7,1,1,0,0,0,0.2,122,0,8,3,2,16,271,1769,VeryHigh
684,63,0.9,5,3756,12,1,1,1,1,1,1,157,1,17,5,3,9,159,1738,VeryHigh
1837,36,0.5,4,770,15,0,0,0,1,0,0.9,162,0,14,1,9,20,786,872,Low
1619,21,1.9,1,1641,13,0,1,1,0,1,0.4,138,0,7,2,2,9,46,562,Medium
965,13,1.4,8,2343,15,0,1,0,0,1,0.9,197,0,17,12,1,2,645,1275,High
730,9,1.5,4,2787,7,0,1,0,1,0,0.7,122,0,10,8,9,15,1371,1677,High
1361,47,1.4,5,2495,16,0,0,0,1,1,1,169,0,8,7,1,2,881,1382,High
1494,45,1.6,5,3208,4,0,1,1,0,0,0.8,158,0,11,9,3,4,449,790,VeryHigh
1027,18,0.8,7,1234,14,0,1,0,1,1,1,146,0,7,4,7,11,338,534,Low
1807,38,0.8,8,1069,7,1,1,1,0,0,0.2,97,0,7,6,0,0,1332,1814,Medium
709,11,2.4,5,3568,3,1,0,0,1,0,0.1,130,0,16,14,1,11,119,1531,VeryHigh
689,45,1.4,5,3585,10,0,1,0,0,0,0.5,103,0,10,1,2,11,256,823,VeryHigh
955,2,0.5,4,1974,18,0,1,0,0,1,0.6,155,1,14,1,2,10,428,1254,Medium
1872,35,1.9,3,2419,19,0,0,0,0,1,0.6,111,0,15,5,5,14,1546,1879,VeryHigh
1259,13,1.2,2,340,4,1,1,0,1,0,0.5,97,0,17,13,0,0,1210,1989,Low
695,41,1.2,8,2282,17,0,1,1,0,0,0.4,169,1,5,2,1,8,789,1211,Medium
1969,63,1.2,4,298,10,1,1,0,0,0,0.2,132,1,10,1,9,11,390,756,Low
759,39,2.5,2,968,2,0,1,1,0,0,0.3,162,0,6,2,3,8,110,1317,Low
936,18,1,3,2391,3,0,1,0,1,0,0.2,153,1,12,6,1,18,1330,1686,High
1176,62,2.1,2,1534,17,0,1,1,0,1,0.5,168,0,6,2,2,10,674,1455,Medium
1802,10,2.7,7,696,3,1,1,1,0,0,0.6,101,1,14,7,0,9,253,590,Low
772,23,1,7,2782,17,1,1,1,0,0,0.6,97,0,7,0,0,11,317,1805,High
1318,45,2.4,2,755,9,0,1,1,1,1,0.1,136,0,18,3,1,7,183,661,Low
591,16,0.5,6,3746,5,1,1,1,0,1,0.9,90,1,5,0,1,17,892,1603,VeryHigh
569,41,2.5,1,2651,4,1,0,0,0,1,0.3,124,0,17,7,0,1,388,605,Medium
764,45,1,8,1341,12,1,1,1,0,0,0.5,124,0,19,1,9,11,52,539,Low
1056,37,2.1,3,2651,3,1,1,1,1,1,0.7,101,1,15,5,8,11,914,979,High
1982,12,1.6,5,1824,14,0,1,1,1,1,0.2,80,1,13,3,2,20,287,593,Medium
1830,14,0.5,6,1905,19,0,1,0,1,1,0.8,160,1,16,3,5,6,773,1353,High
1122,40,0.5,7,1456,20,0,1,1,0,0,0.3,156,1,9,3,0,14,675,1163,Medium
1023,63,0.7,7,3155,7,0,1,1,1,1,0.7,153,1,11,10,2,8,367,1985,VeryHigh
1283,33,2.4,3,773,2,1,1,1,0,1,1,93,1,17,7,8,15,510,980,Low
1602,35,1.6,7,1829,13,1,1,1,0,0,0.1,99,0,18,17,0,7,1325,1800,High
732,32,1.3,8,3883,5,0,1,1,1,1,0.4,163,0,12,2,5,7,1661,1836,VeryHigh
