Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
Hyundai Santro Xing XG,2005,Petrol,Manual,,,,,,125000,Fourth & Above Owner,Individual,95000
Renault Fluence Diesel E4,2012,Diesel,Manual,1461 CC,78 bhp,240Nm@ 2000rpm,5,21.8 kmpl,120000,Second Owner,Individual,500000
Renault Duster 110PS Diesel RxL,2012,Diesel,Manual,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,19.01 kmpl,110000,Second Owner,Individual,500000
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,Diesel,Manual,1248 CC,75 bhp,190Nm@ 1750rpm,5,18.4 kmpl,140000,First Owner,Individual,229999
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,Diesel,Automatic,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,11.79 kmpl,155000,Second Owner,Individual,600000
Hyundai Santro Xing XL,2007,Petrol,Manual,,,,,,120000,Second Owner,Individual,200000
Renault Pulse RxL Optional,2017,Diesel,Manual,1461 CC,63.1 bhp,160Nm@ 2000rpm,5,23.08 kmpl,80000,Second Owner,Individual,500000
Mahindra Bolero SLX 2WD,2010,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,120000,Second Owner,Individual,315000
Maruti Wagon R VXI Minor,2011,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,80000,First Owner,Individual,265000
Ford Figo 1.5D Base MT,2015,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,110000,Second Owner,Individual,350000
Tata Indigo CR4,2012,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,230000,First Owner,Individual,200000
Tata Indica V2 DLE BSIII,2011,Diesel,Manual,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,17.88 kmpl,172000,Second Owner,Individual,114999
Hyundai i20 Magna 1.2,2014,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,25000,First Owner,Individual,425000
Ford EcoSport 1.5 Diesel Trend BSIV,2019,Diesel,Manual,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,23.0 kmpl,35000,First Owner,Individual,900000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,12.05 kmpl,126000,First Owner,Individual,550000
Honda WR-V i-DTEC VX,2018,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.5 kmpl,30000,First Owner,Individual,900000
Hyundai i10 Era,2011,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,97000,Third Owner,Individual,165000
Hyundai Verna 1.6 CRDI AT SX Option,2016,Diesel,Automatic,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.08 kmpl,120000,First Owner,Individual,850000
Hyundai Verna 1.6 CRDi S Option,2016,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,23.9 kmpl,120000,First Owner,Individual,850000
Mahindra Thar CRDe AC,2014,Diesel,Manual,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,16.55 kmpl,80000,Second Owner,Individual,550000
Maruti Swift Dzire Vdi BSIV,2011,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,60000,Second Owner,Individual,500000
Maruti Swift Dzire VXI 1.2,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,15000,First Owner,Individual,630000
Hyundai i10 Era,2011,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,60000,First Owner,Individual,160000
Honda City i DTEC VX,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.1 kmpl,60000,First Owner,Individual,670000
Maruti Swift ZDi,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,90000,First Owner,Individual,430000
Hyundai Xcent 1.2 Kappa Base,2015,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,19.1 kmpl,30000,First Owner,Individual,375000
Hyundai i20 Asta Option 1.2,2016,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,35000,First Owner,Individual,650000
Maruti Swift Dzire LDI,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,35000,First Owner,Individual,500000
Maruti Swift Dzire LDI,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,35000,First Owner,Individual,500000
Mahindra XUV500 W10 2WD,2017,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,25000,First Owner,Individual,1350000
Volkswagen Ameo 1.5 TDI Comfortline,2018,Diesel,Manual,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5,21.66 kmpl,40000,First Owner,Individual,600000
Hyundai Creta 1.6 CRDi SX Plus,2017,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,25000,First Owner,Individual,1200000
BMW X6 xDrive30d,2013,Diesel,Automatic,2993 CC,241 bhp,540Nm@ 2000rpm,4,11.2 kmpl,56000,First Owner,Dealer,3750000
Maruti Swift Dzire ZXI Plus,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,41779,First Owner,Dealer,795000
Honda Jazz 1.2 V i VTEC,2016,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.7 kmpl,54000,First Owner,Dealer,625000
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,Diesel,Automatic,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5,13.0 kmpl,31000,First Owner,Dealer,2900000
Maruti Ignis 1.3 AMT Zeta,2017,Diesel,Automatic,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.8 kmpl,37000,First Owner,Individual,625000
Chevrolet Cruze LTZ AT,2011,Diesel,Automatic,1991 CC,147.9 bhp,327Nm@ 2600rpm,4,18.1 kmpl,90000,Second Owner,Individual,440000
Toyota Corolla Altis 1.8 G,2018,Petrol,Manual,1798 CC,138.03 bhp,173Nm@ 4000rpm,5,14.28 kmpl,13534,First Owner,Dealer,1400000
Toyota Corolla Altis 1.8 VL AT,2017,Petrol,Automatic,1794 CC,138.1 bhp,173Nm@ 4000rpm,5,14.53 kmpl,7000,Second Owner,Dealer,1450000
Mercedes-Benz GLA Class 200 CDI SPORT,2017,Diesel,Automatic,2143 CC,136 bhp,300Nm@ 1600-3000rpm,5,17.9 kmpl,23000,First Owner,Dealer,2700000
Hyundai Grand i10 Sportz,2017,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,23456,First Owner,Dealer,550000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,Diesel,Automatic,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8,11.36 kmpl,43000,First Owner,Dealer,1925000
Mahindra XUV500 W10 2WD,2015,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,39000,First Owner,Dealer,1225000
Honda WR-V i-VTEC S,2017,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,17.5 kmpl,15000,First Owner,Individual,700000
Maruti Swift Dzire VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,40000,First Owner,Individual,530000
Kia Seltos HTX Plus AT D,2020,Diesel,Automatic,1493 CC,113.4 bhp,250nm@ 1500-2750rpm,5,17.8 kmpl,5000,First Owner,Dealer,1900000
Maruti Ciaz RS ZDi Plus SHVS,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,70000,First Owner,Dealer,844999
Skoda Rapid 1.5 TDI AT Style Plus,2016,Diesel,Automatic,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5,21.66 kmpl,99000,First Owner,Dealer,650000
Maruti Swift ZXI 2018,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,15000,First Owner,Dealer,750000
BMW 6 Series GT 630d Luxury Line,2018,Diesel,Automatic,2993 CC,261.4 bhp,620Nm@ 2000-2500rpm,4,17.09 kmpl,28156,First Owner,Dealer,6000000
Honda Jazz 1.2 SV i VTEC,2015,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.7 kmpl,30000,First Owner,Dealer,610000
Chevrolet Beat LT,2010,Petrol,Manual,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,18.6 kmpl,70000,First Owner,Individual,150000
Maruti Swift Dzire VXI,2014,Petrol,Manual,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,19.1 kmpl,40000,First Owner,Individual,475000
Mahindra Scorpio SLX 4WD,2008,Diesel,Manual,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8,12.7 kmpl,136500,Fourth & Above Owner,Individual,375000
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,Diesel,Manual,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6,25.32 kmpl,70000,Second Owner,Individual,425000
Honda City i DTEC VX,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.1 kmpl,90000,Second Owner,Individual,800000
Maruti 800 DX,1996,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,32000,Second Owner,Individual,40000
Maruti Wagon R AMT VXI Option,2018,Petrol,Automatic,998 CC,67 bhp,90Nm@ 3500rpm,5,20.51 kmpl,8000,Second Owner,Individual,509999
Toyota Etios Liva VD,2015,Diesel,Manual,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5,23.59 kmpl,170000,First Owner,Individual,387000
Maruti Alto 800 VXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,25000,First Owner,Individual,235000
Tata Sumo SE Plus BSII,2000,Diesel,Manual,1948 CC,68 bhp,12@ 2500(kgm@ rpm),10,12.2 kmpl,120000,Fourth & Above Owner,Individual,95000
Maruti Swift Vdi BSIII,2010,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,110000,Third Owner,Individual,340000
Mahindra XUV500 W6 2WD,2016,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,100000,First Owner,Individual,1000000
Ford Ikon 1.4 TDCi DuraTorq,2009,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,13.8 kmpl,115000,Second Owner,Individual,160000
Mahindra Scorpio SLX 4WD LE,2008,Diesel,Manual,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8,12.7 kmpl,120000,Fourth & Above Owner,Individual,365000
Skoda Fabia 1.2L Diesel Elegance,2011,Diesel,Manual,1199 CC,75 bhp,180Nm@ 2000rpm,5,20.86 kmpl,265000,Second Owner,Individual,300000
Maruti Swift Vdi BSIII,2008,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,90000,Second Owner,Individual,260000
Honda Jazz V CVT,2018,Petrol,Automatic,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.2 kmpl,40000,First Owner,Individual,860000
Hyundai Verna 1.6 Xi ABS,2008,Petrol,Manual,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,13.9 kmpl,55000,Second Owner,Individual,114999
Maruti Alto LXi,2007,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,90000,Second Owner,Individual,100000
Volkswagen Vento 1.5 TDI Highline,2014,Diesel,Manual,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5,20.34 kmpl,111000,First Owner,Individual,565000
Mahindra Xylo E4 BS III,2013,Diesel,Manual,2498 CC,112 bhp,260Nm@ 1800-2200rpm,7,11.68 kmpl,120000,Second Owner,Individual,450000
Maruti Baleno Zeta 1.2,2017,Petrol,Manual,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,21.4 kmpl,15000,First Owner,Individual,625000
Maruti Alto 800 VXI,2016,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,30000,Second Owner,Individual,280000
Maruti Alto K10 VXI,2017,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,50000,First Owner,Individual,330000
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,40000,First Owner,Individual,1300000
Tata Indica V2 GLX BSIII,2008,Petrol,Manual,1396 CC,70 bhp,"12.4@ 2,600(kgm@ rpm)",5,15.3 kmpl,50000,Second Owner,Individual,65000
Tata Tiago 1.2 Revotron XZ,2018,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,45000,Second Owner,Individual,480000
Tata Tiago 1.05 Revotorq XZ,2016,Diesel,Manual,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,27.28 kmpl,35000,Second Owner,Individual,400000
Tata New Safari DICOR 2.2 GX 4x2,2009,Diesel,Manual,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7,13.93 kmpl,80000,First Owner,Individual,500000
Mahindra Xylo E4 ABS BS IV,2012,Diesel,Manual,2498 CC,112 bhp,260Nm@ 1800-2200rpm,7,11.68 kmpl,120000,First Owner,Individual,320000
Mahindra XUV500 W8 2WD,2014,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,90000,Second Owner,Individual,750000
Mahindra Bolero Power Plus SLE,2017,Diesel,Manual,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7,16.5 kmpl,100000,First Owner,Individual,620000
Maruti Swift Dzire ZDi,2011,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,120000,Third Owner,Individual,300000
Hyundai Creta 1.6 SX Option Executive,2018,Petrol,Manual,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,15.8 kmpl,15000,First Owner,Individual,1405000
Maruti Alto 800 LX,2017,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,24.7 kmpl,15000,First Owner,Individual,282000
Maruti Swift Dzire AMT VXI,2017,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,15000,First Owner,Individual,700000
Ford Figo Aspire 1.5 TDCi Titanium,2017,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,70000,First Owner,Individual,700000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,Manual,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,22.77 kmpl,135000,First Owner,Individual,600000
Skoda Rapid 1.6 TDI Ambition,2012,Diesel,Manual,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5,20.5 kmpl,80000,Second Owner,Individual,290000
Chevrolet Cruze LTZ AT,2011,Diesel,Automatic,1991 CC,147.9 bhp,327Nm@ 2600rpm,4,18.1 kmpl,80000,Second Owner,Individual,430000
Hyundai i20 1.2 Magna Executive,2017,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,19000,First Owner,Individual,575000
Hyundai Creta 1.6 VTVT E Plus,2017,Petrol,Manual,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,15.29 kmpl,42000,First Owner,Individual,875000
Maruti Wagon R LXI BSIII,2010,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,77000,First Owner,Individual,180000
Maruti Ritz VDi,2012,Diesel,Manual,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,23.2 kmpl,120000,First Owner,Individual,229999
Toyota Glanza G CVT,2019,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,19.56 kmpl,10000,First Owner,Individual,800000
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,Petrol,Manual,995 CC,63 bhp,90.3Nm@ 4200rpm,5,16.5 kmpl,110000,Third Owner,Individual,60000
Maruti SX4 Vxi BSIII,2009,Petrol,Manual,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5,15.0 kmpl,110000,First Owner,Individual,150000
Tata Indigo Grand Dicor,2007,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,90000,Third Owner,Individual,100000
Hyundai Creta 1.6 Gamma SX Plus,2015,Petrol,Manual,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,15.29 kmpl,90000,First Owner,Individual,900000
Hyundai i20 1.4 Asta Option,2018,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,50000,First Owner,Individual,850000
Chevrolet Beat Diesel LT,2014,Diesel,Manual,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,25.44 kmpl,50000,First Owner,Individual,220000
Maruti Alto 800 LXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,40000,Second Owner,Individual,250000
Tata Indica Vista Quadrajet LS,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,22.3 kmpl,120000,First Owner,Individual,125000
Hyundai Creta 1.6 SX,2018,Petrol,Manual,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,15.8 kmpl,27000,First Owner,Individual,1200000
Tata Indigo CR4,2013,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,100000,First Owner,Individual,250000
Hyundai i20 Sportz 1.4 CRDi,2014,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,70000,Second Owner,Individual,440000
Tata Tiago 1.2 Revotron XT,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,40000,First Owner,Individual,400000
Maruti 800 Std,2002,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,62000,First Owner,Individual,50000
Hyundai Verna VTVT 1.6 SX Option,2018,Petrol,Manual,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,17.0 kmpl,10000,First Owner,Individual,1000000
Honda City i DTEC VX,2014,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.1 kmpl,160000,First Owner,Individual,600000
Hyundai i20 1.2 Asta,2010,Petrol,Manual,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,17.0 kmpl,60000,First Owner,Individual,250000
Mahindra Bolero SLE,2009,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,110000,First Owner,Individual,310000
Maruti Wagon R VXI,2005,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,60000,Fourth & Above Owner,Individual,120000
Mahindra Xylo E4 BS III,2014,Diesel,Manual,2498 CC,112 bhp,260Nm@ 1800-2200rpm,7,11.68 kmpl,78000,First Owner,Individual,390000
Hyundai Santro Sportz BSIV,2019,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,30000,First Owner,Individual,458000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,Manual,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,23.0 kmpl,20000,First Owner,Individual,950000
Maruti Swift Dzire VXI 1.2 BS IV,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,21000,First Owner,Individual,650000
Maruti Swift Star VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,70000,First Owner,Individual,400000
Hyundai Grand i10 AT Asta,2015,Petrol,Automatic,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,70000,Second Owner,Individual,400000
Maruti Alto LX,2006,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,42500,First Owner,Individual,100000
Hyundai i10 Asta,2012,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,25000,First Owner,Individual,350000
Tata Aria Prestige 4x2,2013,Diesel,Manual,2197 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,13.7 kmpl,80000,Second Owner,Individual,450000
Mahindra Scorpio 2.6 DX,2006,Diesel,Manual,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,12.7 kmpl,90000,First Owner,Individual,350000
Volkswagen Polo Diesel Trendline 1.2L,2010,Diesel,Manual,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,22.07 kmpl,80000,Fourth & Above Owner,Individual,250000
Mahindra Bolero 2011-2019 ZLX,2013,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,146000,Second Owner,Individual,450000
Maruti 800 AC BSIII,2013,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,47200,Third Owner,Individual,157000
Mahindra XUV500 W11 Option BSIV,2018,Diesel,Manual,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7,15.1 kmpl,60000,First Owner,Individual,1500000
Mahindra XUV500 W11 Option BSIV,2018,Diesel,Manual,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7,15.1 kmpl,60000,First Owner,Individual,1500000
Tata Indica GLS BS IV,2007,Petrol,Manual,1193 CC,65.3 bhp,102Nm@ 2600rpm,5,15.3 kmpl,100000,Second Owner,Individual,75000
Chevrolet Tavera B1-10 seats BSII,2010,Diesel,Manual,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",10,14.8 kmpl,100000,Second Owner,Individual,280000
Hyundai i20 Magna 1.2,2015,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,35000,First Owner,Individual,600000
Tata Sumo CX,2012,Diesel,Manual,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7,15.3 kmpl,120000,Fourth & Above Owner,Individual,250999
Toyota Corolla Altis 1.8 Sport,2010,Petrol,Manual,1794 CC,132 bhp,170Nm@ 4200rpm,5,12.5 kmpl,80000,Second Owner,Individual,350000
Renault KWID 1.0 RXT Optional,2016,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,34000,First Owner,Individual,300000
Renault Duster 85PS Diesel RxS,2017,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1750rpm,5,19.87 kmpl,50000,First Owner,Individual,819999
Tata Indigo TDI,2010,Diesel,Manual,1405 CC,70 bhp,135.4Nm@ 2500,5,19.61 kmpl,100000,Second Owner,Individual,409999
Hyundai Verna 1.6 Xi ABS,2008,Petrol,Manual,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,13.9 kmpl,52000,Second Owner,Individual,275000
Maruti Ertiga VDI,2013,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,110000,First Owner,Individual,497000
Hyundai i20 Asta 1.2,2015,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,70000,First Owner,Individual,500000
Mahindra Bolero 2011-2019 Camper,2006,Diesel,Manual,2523 CC,83 bhp,176Nm@ 1500rpm,7,14.0 kmpl,120000,Second Owner,Individual,170000
Ford Ecosport 1.5 DV5 MT Trend,2016,Diesel,Manual,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5,22.7 kmpl,68609,First Owner,Dealer,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,Diesel,Manual,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,22.77 kmpl,33360,First Owner,Dealer,925000
Mahindra Marazzo M8,2019,Diesel,Manual,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7,17.3 kmpl,5000,First Owner,Individual,1460000
Isuzu MUX 2WD,2019,Diesel,Automatic,2999 CC,174.57 bhp,380NM@ 1800-2800rpm,7,13.8 kmpl,10000,First Owner,Individual,2700000
Tata Nexon 1.5 Revotorq XZ Plus,2017,Diesel,Manual,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,21.5 kmpl,35000,First Owner,Individual,830000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,Diesel,Manual,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,23.0 kmpl,30000,First Owner,Individual,975000
Ford Aspire Trend Plus,2018,Petrol,Manual,1194 CC,94.93 bhp,120Nm@ 4250rpm,5,20.4 kmpl,15000,First Owner,Individual,620000
Nissan Kicks XL BSIV,2019,Petrol,Manual,1498 CC,104.55 bhp,142Nm@ 4000rpm,5,14.23 kmpl,14317,First Owner,Dealer,860000
Datsun GO T Option BSIV,2018,Petrol,Manual,1198 CC,67 bhp,104Nm@ 4000rpm,5,20.63 kmpl,5000,Second Owner,Individual,430000
Honda City i-VTEC CVT ZX,2019,Petrol,Automatic,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,18.0 kmpl,5000,First Owner,Individual,1227000
Honda City i VTEC V,2017,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.8 kmpl,28000,First Owner,Individual,860000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,Diesel,Manual,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,23.0 kmpl,40000,First Owner,Individual,950000
Ford Figo Diesel Titanium,2012,Diesel,Manual,1399 CC,68.05 bhp,160Nm@ 2000rpm,5,20.0 kmpl,87237,Second Owner,Dealer,225000
Chevrolet Captiva LT,2011,Diesel,Manual,1991 CC,147.9 bhp,320Nm@ 2000rpm,7,11.5 kmpl,99500,Third Owner,Individual,500000
Ford Figo 1.5D Trend MT,2017,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,62960,First Owner,Dealer,500000
MG Hector Smart DCT,2019,Petrol,Automatic,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5,13.96 kmpl,16500,First Owner,Dealer,1700000
Maruti Ertiga VDI,2014,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,110000,First Owner,Individual,545000
Maruti Swift VDI,2011,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,72000,First Owner,Individual,400000
Maruti Swift Dzire LDI,2018,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,50000,First Owner,Individual,650000
Hyundai Verna 1.6 Xi ABS,2008,Petrol,Manual,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,13.9 kmpl,55000,Second Owner,Individual,114999
Maruti Baleno Sigma 1.3,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,27.39 kmpl,60000,First Owner,Individual,562000
Tata Sumo SE,2002,Diesel,Manual,2956 CC,83.1 bhp,250Nm@ 1600-2000rpm,7,14.07 kmpl,120000,First Owner,Individual,96000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,Automatic,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,13.6 kmpl,9000,First Owner,Dealer,2711000
